,carat,cut,color,clarity,depth,table,price,length,width,height
35581,0.35,Ideal,F,VS2,62.2,55.0,906,4.53,4.48,2.8
13094,1.09,Ideal,I,VS2,61.9,56.0,5421,6.62,6.67,4.09
2128,0.71,Very Good,E,SI1,60.0,56.0,3122,5.85,5.78,3.49
22607,1.53,Premium,H,SI1,61.0,61.0,10659,7.45,7.4,4.53
5507,1.01,Premium,F,SI2,61.7,58.0,3846,6.46,6.41,3.97
3800,1.0,Ideal,J,SI2,62.1,56.0,3465,6.34,6.41,3.96
31747,0.44,Very Good,G,SI1,61.6,61.0,772,4.83,4.88,2.99
23117,1.67,Very Good,H,SI1,59.4,61.0,11146,7.73,7.78,4.61
6649,0.9,Premium,E,SI1,59.8,58.0,4092,6.26,6.21,3.73
18281,1.3,Premium,D,SI1,62.2,58.0,7426,6.93,6.83,4.28
39180,0.35,Ideal,D,VS2,61.5,56.0,1063,4.55,4.53,2.79
21894,1.61,Ideal,E,SI2,61.6,56.0,9961,7.54,7.62,4.67
45397,0.51,Very Good,G,VS1,61.1,56.0,1668,5.17,5.2,3.17
24828,1.53,Very Good,G,VS2,58.9,59.0,13225,7.58,7.61,4.47
21574,1.06,Very Good,E,VVS2,63.4,55.0,9680,6.46,6.51,4.11
15188,1.21,Premium,H,SI2,58.8,60.0,6098,6.99,6.95,4.1
10007,0.9,Very Good,E,VS2,62.2,56.0,4707,6.12,6.17,3.82
832,0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
49947,0.58,Very Good,F,VVS2,62.6,56.0,2189,5.37,5.27,3.33
53307,0.3,Very Good,D,SI1,62.3,59.0,552,4.22,4.25,2.64
7017,1.0,Good,F,SI1,63.7,58.0,4158,6.29,6.34,4.02
23506,1.7,Very Good,I,VS1,60.6,59.0,11514,7.64,7.67,4.64
41552,0.53,Ideal,H,SI1,62.5,56.0,1236,5.15,5.19,3.23
4163,0.75,Very Good,F,VVS2,61.1,55.0,3551,5.85,5.9,3.59
8570,1.1,Premium,I,SI1,62.7,58.0,4435,6.58,6.54,4.11
14997,1.35,Very Good,I,SI2,61.0,60.0,6041,7.09,7.15,4.34
8307,0.96,Premium,D,SI2,59.1,58.0,4388,6.53,6.44,3.83
8384,0.35,Ideal,F,SI1,62.2,56.0,583,4.48,4.52,2.8
35497,0.41,Very Good,F,SI1,63.1,59.0,904,4.75,4.7,2.98
18802,1.71,Ideal,J,SI2,60.8,57.0,7695,7.69,7.64,4.66
18647,1.03,Ideal,F,VS1,59.0,55.0,7613,6.62,6.67,3.92
29623,0.26,Good,H,VVS2,63.4,55.0,440,4.05,4.06,2.57
17657,1.0,Premium,F,VS1,62.6,58.0,7114,6.37,6.4,4.0
20309,1.1,Very Good,G,VVS1,60.4,57.0,8724,6.7,6.77,4.07
9616,1.01,Fair,F,SI1,65.5,57.0,4634,6.12,6.22,4.04
13171,1.2,Fair,F,SI2,63.4,60.0,5445,6.56,6.65,4.19
17891,1.24,Ideal,H,VS1,62.6,54.0,7222,6.88,6.84,4.29
10409,0.31,Premium,G,SI1,61.7,55.0,593,4.38,4.37,2.7
46660,0.51,Ideal,D,VS2,61.9,55.0,1787,5.11,5.13,3.17
52440,0.71,Ideal,G,SI1,62.1,54.0,2513,5.72,5.75,3.56
6865,0.9,Ideal,D,VS2,61.5,56.0,4128,6.25,6.2,3.83
50342,0.58,Good,E,VVS1,61.9,63.0,2243,5.27,5.33,3.28
42192,0.5,Premium,F,SI1,59.1,58.0,1286,5.23,5.19,3.08
17774,1.13,Ideal,G,VS2,61.6,57.0,7159,6.68,6.7,4.12
42559,0.42,Ideal,D,VVS2,62.5,57.0,1326,4.77,4.8,2.99
37068,0.48,Ideal,G,SI1,61.4,56.0,969,5.02,5.07,3.1
551,0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9
34018,0.4,Very Good,I,VVS1,60.8,58.0,849,4.75,4.83,2.91
28372,0.38,Ideal,I,SI1,61.5,56.0,668,4.67,4.7,2.88
17598,1.48,Premium,I,SI2,61.3,58.0,7086,7.39,7.32,4.51
10531,1.01,Good,D,SI2,63.6,56.0,4805,6.38,6.33,4.04
19878,1.12,Good,F,VVS2,57.9,57.0,8430,6.86,6.83,3.96
27350,2.08,Ideal,I,VS2,62.0,56.0,17916,8.16,8.18,5.06
50885,0.72,Premium,G,SI1,61.3,56.0,2316,5.79,5.76,3.54
42885,0.58,Ideal,E,SI2,62.4,58.0,1359,5.32,5.35,3.33
13085,1.03,Ideal,H,SI1,61.1,56.0,5418,6.5,6.53,3.98
28428,0.3,Ideal,D,VS2,60.6,58.0,670,4.31,4.33,2.62
40420,0.5,Fair,H,VS1,67.1,58.0,1134,4.94,4.89,3.3
40638,0.41,Premium,E,VS1,62.8,58.0,1153,4.72,4.7,2.96
17472,1.01,Ideal,F,VS2,61.9,54.0,7014,6.45,6.49,4.0
8322,1.13,Very Good,J,SI1,62.9,57.7,4391,6.6,6.64,4.16
2219,0.84,Very Good,D,SI2,63.6,57.0,3145,5.95,6.0,3.8
49448,0.51,Ideal,G,VVS1,61.0,57.0,2111,5.17,5.16,3.15
35968,0.3,Ideal,G,SI1,62.3,58.0,477,4.26,4.28,2.66
5260,1.19,Ideal,H,I1,60.3,57.0,3794,6.83,6.93,4.15
13957,1.16,Good,H,SI1,64.0,58.0,5678,6.63,6.56,4.22
12238,1.04,Ideal,I,VS1,62.4,57.0,5199,6.44,6.48,4.03
22178,1.55,Fair,F,SI1,59.7,66.0,10217,7.59,7.47,4.49
1900,0.83,Premium,D,SI2,62.7,56.0,3078,6.01,5.98,3.76
27233,2.0,Good,H,SI1,63.3,59.0,17600,7.96,8.03,5.06
44986,0.31,Ideal,G,SI2,60.5,57.0,523,4.4,4.36,2.65
49045,0.71,Good,H,SI1,63.4,54.0,2056,5.6,5.67,3.57
26782,1.52,Premium,E,VS1,59.9,60.0,16628,7.39,7.47,4.45
15641,1.0,Premium,G,VS2,61.6,58.0,6272,6.44,6.42,3.96
50122,0.57,Ideal,H,IF,61.0,57.0,2210,5.35,5.38,3.27
21745,1.0,Very Good,E,VVS2,59.1,58.0,9815,6.5,6.57,3.86
49891,0.54,Ideal,G,IF,61.5,56.0,2177,5.28,5.25,3.24
19473,1.11,Ideal,G,VS1,61.4,57.0,8112,6.68,6.65,4.09
27573,2.02,Very Good,H,VS2,62.7,58.0,18398,7.96,8.01,5.01
19507,1.6,Ideal,J,SI1,62.2,55.0,8138,7.46,7.53,4.66
39801,0.38,Ideal,F,VVS1,62.1,55.0,1096,4.66,4.71,2.91
50793,0.72,Good,E,SI1,63.9,58.0,2305,5.72,5.64,3.63
35998,0.42,Premium,G,VS1,60.5,59.0,921,4.79,4.83,2.91
4771,1.1,Ideal,F,I1,61.3,57.0,3690,6.68,6.62,4.08
20051,0.31,Very Good,G,VS1,62.9,58.0,625,4.3,4.35,2.72
30521,0.32,Ideal,G,VVS1,61.3,55.0,733,4.46,4.38,2.71
41456,0.52,Premium,E,SI2,61.8,54.0,1229,5.18,5.15,3.19
26401,2.01,Very Good,I,VS2,62.1,60.0,15919,7.96,8.01,4.96
19348,1.88,Good,J,SI2,57.9,59.0,8048,8.16,8.11,4.71
35808,0.31,Ideal,F,IF,62.1,54.0,914,4.33,4.37,2.7
32623,0.31,Good,I,VS1,63.9,55.0,457,4.28,4.3,2.74
16102,1.31,Premium,I,VS2,61.9,59.0,6438,7.02,6.98,4.33
36423,0.31,Ideal,D,VS2,61.5,56.0,942,4.41,4.37,2.7
52609,0.75,Very Good,G,SI1,60.9,58.0,2545,5.84,5.88,3.57
4888,0.9,Ideal,G,SI2,62.3,56.0,3718,6.14,6.21,3.85
40423,0.7,Good,F,I1,63.8,60.0,1134,5.64,5.45,3.54
21453,1.52,Very Good,F,SI2,62.1,58.0,9552,7.26,7.34,4.53
15936,1.05,Very Good,D,VS2,62.9,57.0,6373,6.39,6.51,4.06
9608,1.02,Very Good,D,SI2,61.5,56.0,4633,6.47,6.51,3.99
4470,0.8,Ideal,E,SI1,62.3,54.0,3622,5.95,5.97,3.71
49412,0.7,Very Good,I,VVS2,58.6,60.0,2106,5.79,5.91,3.43
33450,0.32,Ideal,G,VS1,62.0,56.0,828,4.39,4.35,2.71
21286,1.57,Very Good,I,VS2,60.2,58.0,9443,7.51,7.57,4.54
15522,1.01,Premium,G,VS1,62.7,58.0,6221,6.31,6.36,3.97
4905,0.92,Good,I,VS1,60.9,63.0,3723,6.27,6.34,3.84
15112,1.0,Good,E,VS2,61.5,62.0,6073,6.37,6.42,3.93
6151,0.93,Ideal,E,SI2,62.1,55.0,3990,6.27,6.29,3.9
40383,0.53,Good,H,SI1,63.7,55.0,1132,5.12,5.15,3.27
37410,0.38,Premium,H,VS1,61.6,58.0,983,4.7,4.65,2.88
40277,0.31,Ideal,G,SI1,62.1,54.0,493,4.34,4.36,2.7
19785,1.51,Fair,I,SI1,68.3,57.0,8355,6.95,6.87,4.72
49296,0.3,Ideal,H,VS1,62.2,54.0,539,4.29,4.33,2.68
31625,0.3,Ideal,H,SI1,61.3,58.0,450,4.3,4.34,2.65
48371,0.74,Ideal,J,SI1,61.7,56.0,1963,5.81,5.85,3.6
49492,0.56,Ideal,E,VS1,61.8,56.0,2117,5.33,5.28,3.28
39030,0.36,Ideal,G,VVS1,60.9,55.0,1056,4.64,4.68,2.84
10638,1.07,Good,H,SI1,58.1,60.0,4832,6.72,6.78,3.92
35349,0.42,Premium,H,SI1,62.0,59.0,898,4.79,4.76,2.96
14683,1.29,Premium,H,SI2,60.1,58.0,5924,7.02,6.95,4.2
22574,1.52,Premium,D,SI2,59.8,60.0,10623,7.5,7.42,4.46
45134,0.56,Premium,H,VS1,59.8,62.0,1653,5.36,5.31,3.19
18001,1.0,Premium,D,VS1,61.0,58.0,7280,6.46,6.42,3.93
43098,0.57,Fair,E,SI1,64.6,59.0,1383,5.22,5.18,3.36
44311,0.3,Premium,D,SI1,62.5,59.0,520,4.26,4.22,2.65
30160,0.4,Good,D,SI1,63.3,57.0,720,4.68,4.71,2.97
23550,1.51,Very Good,F,SI1,63.0,61.0,11560,7.27,7.3,4.59
43892,0.3,Ideal,D,SI1,61.8,56.0,508,4.31,4.33,2.67
44697,0.54,Ideal,E,VS2,61.3,55.0,1613,5.24,5.26,3.22
41641,0.4,Ideal,E,VVS2,61.8,56.0,1238,4.77,4.74,2.94
33754,0.31,Ideal,F,VVS1,62.2,53.0,840,4.35,4.37,2.71
52123,0.7,Very Good,E,SI2,61.5,59.0,2464,5.7,5.74,3.52
31070,0.33,Premium,G,VVS2,61.7,59.0,752,4.39,4.42,2.72
27957,0.27,Ideal,I,VS1,62.0,56.0,432,4.16,4.19,2.59
24580,2.48,Ideal,I,SI2,62.3,57.0,12883,8.64,8.58,5.36
9143,1.0,Very Good,I,SI1,63.3,56.0,4538,6.27,6.36,4.0
19005,1.26,Ideal,F,SI1,61.4,56.0,7824,6.99,6.93,4.27
27798,0.37,Ideal,G,VS2,60.8,57.0,649,4.61,4.66,2.82
1994,0.81,Premium,F,SI1,60.3,59.0,3097,5.98,6.05,3.63
5238,1.02,Fair,G,SI2,65.3,58.0,3787,6.33,6.22,4.1
31404,0.3,Ideal,G,VVS1,61.7,54.0,764,4.32,4.34,2.67
5528,1.01,Good,J,SI1,58.8,57.0,3853,6.57,6.63,3.88
49532,0.6,Ideal,D,VS2,60.4,57.0,2125,5.53,5.49,3.33
49444,0.7,Ideal,I,SI1,61.6,53.0,2110,5.73,5.76,3.54
46880,0.53,Ideal,E,VS2,62.1,56.0,1813,5.2,5.17,3.22
13301,1.05,Very Good,E,SI1,62.2,56.0,5494,6.49,6.56,4.06
22057,1.74,Ideal,E,SI2,62.3,57.0,10085,7.8,7.7,4.83
34573,0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68
36949,0.28,Very Good,H,VVS1,58.5,61.0,480,4.27,4.31,2.51
9023,1.04,Ideal,H,SI1,61.9,57.0,4515,6.49,6.46,4.01
39488,0.41,Very Good,E,VS1,62.2,57.0,1079,4.74,4.78,2.96
43750,0.51,Very Good,G,VS2,62.3,59.0,1438,5.07,5.1,3.17
45625,0.61,Ideal,J,VVS1,60.9,56.0,1692,5.45,5.51,3.34
19719,1.5,Ideal,I,SI1,62.7,57.0,8291,7.21,7.3,4.55
11968,1.05,Premium,H,SI1,60.2,62.0,5139,6.57,6.52,3.94
7520,1.01,Premium,H,SI2,61.9,60.0,4242,6.43,6.4,3.97
27867,0.38,Ideal,E,SI1,61.4,57.0,653,4.64,4.67,2.86
9822,1.01,Very Good,G,SI1,63.5,60.0,4672,6.33,6.3,4.01
39031,0.41,Ideal,I,VS2,61.2,56.0,1056,4.77,4.81,2.93
31411,0.3,Ideal,G,VVS1,62.0,54.0,764,4.35,4.36,2.7
49139,0.51,Ideal,D,VS1,61.6,57.0,2066,5.16,5.13,3.17
41728,0.41,Ideal,E,VVS2,62.2,54.0,1243,4.79,4.76,2.97
7182,0.9,Very Good,F,VS2,61.2,59.0,4186,6.2,6.26,3.81
9624,1.2,Very Good,H,SI1,63.3,56.0,4637,6.75,6.72,4.26
3625,0.73,Ideal,H,IF,61.4,59.0,3429,5.77,5.83,3.56
4159,1.09,Ideal,G,I1,61.0,56.0,3549,6.62,6.66,4.05
1422,1.04,Good,I,SI2,59.9,64.0,2970,6.51,6.45,3.88
8598,1.03,Fair,D,SI1,65.5,58.0,4441,6.18,6.13,4.03
1613,0.72,Ideal,E,SI1,60.3,55.0,3012,5.85,5.89,3.54
7447,1.07,Good,F,SI2,58.7,64.0,4232,6.64,6.68,3.91
29915,0.33,Ideal,G,VVS2,62.3,56.0,713,4.43,4.47,2.77
5975,0.72,Premium,E,IF,61.3,60.0,3951,5.74,5.71,3.51
18744,1.24,Premium,G,VS1,62.0,59.0,7660,6.88,6.92,4.28
31084,0.33,Ideal,H,VVS1,61.7,56.0,752,4.46,4.48,2.76
35163,0.4,Ideal,D,VS2,62.2,54.0,891,4.73,4.76,2.95
21178,1.23,Premium,F,VS2,61.2,58.0,9333,6.93,6.87,4.22
3277,0.7,Ideal,D,VS1,62.5,57.0,3361,5.65,5.68,3.54
34269,0.32,Ideal,I,VS2,61.5,54.0,466,4.43,4.45,2.73
46710,0.52,Ideal,E,VS1,62.5,56.0,1793,5.16,5.11,3.21
25495,1.57,Ideal,G,VS2,61.7,56.0,14283,7.42,7.49,4.6
24626,1.52,Ideal,G,VS2,61.1,57.0,12958,7.45,7.39,4.53
33242,0.41,Ideal,E,SI1,61.2,55.0,824,4.8,4.84,2.95
5331,0.84,Very Good,D,SI1,59.2,59.0,3809,6.18,6.21,3.67
27615,2.0,Premium,F,SI1,62.6,59.0,18493,8.1,8.04,5.05
43779,0.4,Ideal,D,VVS1,60.3,57.0,1441,4.81,4.78,2.89
48586,0.54,Ideal,D,VS2,61.8,56.0,1993,5.24,5.21,3.23
108,0.81,Ideal,F,SI2,58.8,57.0,2761,6.14,6.11,3.6
47797,0.57,Ideal,G,VS1,60.8,56.8,1899,5.36,5.39,3.26
41303,0.56,Ideal,I,SI1,61.9,57.0,1212,5.25,5.29,3.26
47685,0.51,Premium,F,VVS2,61.2,59.0,1882,5.19,5.1,3.15
10731,0.33,Premium,I,VS2,61.0,61.0,594,4.46,4.43,2.71
13862,1.15,Good,H,VS2,63.1,56.0,5646,6.62,6.7,4.2
29228,0.39,Very Good,I,VS2,60.2,61.0,696,4.74,4.79,2.87
28201,0.4,Very Good,E,SI2,62.9,59.0,666,4.66,4.69,2.94
24791,1.51,Ideal,G,VS2,62.2,59.0,13163,7.28,7.34,4.55
25066,2.01,Fair,H,SI2,61.2,66.0,13587,8.21,8.09,4.98
21182,1.21,Ideal,F,VS1,59.7,57.0,9335,6.94,6.92,4.14
2525,1.02,Ideal,G,SI2,62.3,56.0,3204,6.39,6.35,3.97
49202,0.55,Ideal,E,VS1,61.9,55.0,2079,5.3,5.24,3.25
25695,0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03
52190,0.77,Ideal,H,VS2,62.4,56.0,2479,5.89,5.85,3.66
24788,1.52,Very Good,G,VS2,61.9,56.0,13161,7.28,7.39,4.54
9667,0.7,Very Good,E,VVS1,63.2,57.0,4644,5.62,5.67,3.57
26846,2.13,Premium,G,SI2,60.7,60.0,16778,8.27,8.37,5.05
40289,0.3,Ideal,H,VS2,61.9,55.0,496,4.28,4.31,2.66
7526,1.01,Premium,H,SI2,61.6,59.0,4242,6.44,6.39,3.95
33129,0.31,Ideal,E,VVS2,61.6,57.0,816,4.33,4.37,2.68
38263,0.31,Very Good,I,SI2,60.6,61.0,383,4.4,4.45,2.68
13590,1.01,Premium,F,SI1,60.6,58.0,5559,6.54,6.49,3.95
41555,0.5,Very Good,G,SI1,62.8,56.0,1237,5.05,5.08,3.18
9889,1.02,Ideal,F,SI2,61.6,56.0,4684,6.52,6.49,4.01
42226,0.39,Premium,D,VVS2,62.9,58.0,1290,4.66,4.62,2.92
17253,1.02,Very Good,G,VS2,60.5,60.0,6906,6.53,6.49,3.94
37018,0.33,Ideal,G,VVS2,61.7,55.0,965,4.46,4.42,2.74
6983,1.01,Premium,G,SI2,60.1,59.0,4154,6.45,6.39,3.86
25196,1.56,Ideal,G,VS2,62.3,53.0,13787,7.41,7.49,4.64
10376,1.2,Premium,J,SI1,58.5,61.0,4778,6.95,6.89,4.05
44305,0.53,Premium,E,VS2,61.4,58.0,1579,5.24,5.19,3.2
6750,1.0,Good,F,SI2,65.7,62.0,4102,6.15,6.21,4.06
47515,0.5,Ideal,G,VVS2,61.4,56.0,1867,5.13,5.17,3.16
7487,1.02,Premium,F,SI2,62.0,59.0,4238,6.42,6.33,3.95
24938,2.17,Premium,J,SI2,62.3,60.0,13395,8.33,8.2,5.15
47485,0.83,Ideal,H,SI2,61.8,57.0,1863,6.08,5.99,3.73
19733,1.52,Premium,G,SI2,60.9,57.0,8299,7.5,7.44,4.55
47324,0.23,Very Good,D,VVS2,61.3,58.0,530,3.93,3.97,2.42
1113,0.8,Very Good,G,SI2,62.0,55.0,2915,5.94,6.01,3.7
45284,0.52,Ideal,G,VS1,61.2,56.0,1662,5.19,5.22,3.18
19181,1.06,Ideal,G,VVS2,61.6,56.3,7934,6.53,6.56,4.03
21039,0.31,Very Good,H,VVS2,62.4,58.0,625,4.28,4.31,2.68
10760,1.01,Fair,E,SI1,69.5,55.0,4853,6.0,5.94,4.15
30971,0.39,Ideal,J,VS2,61.4,57.0,746,4.72,4.66,2.88
11713,0.34,Ideal,G,VS2,61.8,56.0,596,4.48,4.52,2.78
15223,1.62,Good,J,SI2,64.2,62.0,6112,7.33,7.41,4.73
1463,0.64,Good,F,IF,58.6,61.0,2980,5.69,5.71,3.34
43309,0.51,Premium,F,VS2,62.7,59.0,1402,5.04,5.07,3.17
36756,0.38,Ideal,H,VS1,61.7,55.0,955,4.65,4.7,2.89
46190,0.52,Ideal,H,VVS2,61.0,57.0,1749,5.16,5.2,3.16
32730,0.31,Ideal,F,VS2,62.6,57.0,802,4.33,4.29,2.7
8403,1.06,Ideal,H,SI2,60.1,59.0,4401,6.65,6.63,3.99
45270,0.54,Very Good,D,SI1,62.0,55.0,1662,5.21,5.24,3.24
11093,1.03,Ideal,G,SI1,61.9,56.0,4928,6.46,6.5,4.01
16086,1.08,Ideal,H,SI1,60.5,57.0,6426,6.63,6.67,4.02
33345,0.41,Premium,G,VS2,62.6,58.0,827,4.71,4.74,2.96
26337,1.55,Ideal,D,VS2,60.1,58.0,15845,7.56,7.54,4.54
3631,0.71,Ideal,G,VS1,61.7,57.0,3431,5.7,5.75,3.53
7201,1.04,Very Good,I,SI1,64.1,57.0,4190,6.35,6.38,4.08
37603,0.24,Very Good,D,VVS2,61.3,58.0,485,3.99,4.03,2.46
15659,1.21,Ideal,I,VS1,60.3,60.0,6279,6.89,6.93,4.17
16384,1.04,Ideal,G,VS2,62.8,56.0,6542,6.48,6.42,4.05
6734,0.31,Very Good,H,VVS2,61.2,55.0,578,4.41,4.44,2.7
15136,1.26,Premium,E,SI2,62.9,59.0,6085,6.85,6.82,4.3
47117,0.59,Ideal,F,VS2,61.0,56.0,1828,5.41,5.44,3.31
34182,0.33,Premium,G,VS1,62.2,58.0,854,4.42,4.39,2.74
16059,1.01,Ideal,F,VS2,61.0,57.0,6416,6.38,6.5,3.93
32459,0.36,Ideal,G,VVS2,61.5,55.0,794,4.58,4.62,2.83
27592,2.06,Premium,G,SI1,61.5,58.0,18439,8.2,8.15,5.03
49747,0.71,Good,H,SI1,64.0,61.0,2156,5.61,5.54,3.57
42072,0.55,Good,D,SI2,63.3,56.0,1272,5.21,5.24,3.31
4543,1.0,Very Good,I,SI1,63.3,54.0,3640,6.39,6.34,4.03
42634,0.58,Premium,H,SI1,62.1,55.0,1332,5.38,5.35,3.33
21406,1.39,Ideal,D,SI1,61.9,52.0,9519,7.24,7.25,4.48
48229,0.57,Ideal,E,VS2,61.6,56.0,1949,5.38,5.33,3.3
51038,0.73,Premium,F,SI2,62.0,57.0,2329,5.79,5.76,3.58
7935,1.08,Very Good,G,SI2,63.2,57.0,4318,6.54,6.5,4.12
26735,2.11,Ideal,I,VS2,60.3,61.0,16512,8.29,8.22,4.98
2798,0.76,Very Good,E,SI1,60.4,58.0,3261,5.91,5.97,3.59
10734,0.33,Ideal,I,VS2,61.5,57.0,594,4.49,4.42,2.74
33726,0.43,Premium,H,SI2,62.8,58.0,839,4.85,4.83,3.04
17894,1.21,Premium,H,VS1,62.3,58.0,7223,6.84,6.77,4.24
25874,2.47,Premium,I,SI2,62.5,56.0,14970,8.65,8.6,5.39
19339,3.01,Premium,I,I1,62.7,58.0,8040,9.1,8.97,5.67
19395,1.1,Ideal,G,VS1,62.0,58.0,8060,6.59,6.64,4.1
39760,0.53,Ideal,I,SI1,61.5,56.0,1094,5.21,5.23,3.21
44566,0.52,Very Good,D,SI1,63.3,58.0,1605,5.15,5.12,3.25
41885,0.54,Ideal,I,VS2,61.1,55.0,1259,5.27,5.31,3.23
33053,0.3,Ideal,F,VVS1,61.5,58.0,814,4.3,4.32,2.65
21056,0.31,Premium,F,VS2,61.8,59.0,625,4.31,4.33,2.67
15623,1.0,Fair,E,VS2,57.4,58.0,6268,6.57,6.64,3.79
30680,0.4,Ideal,E,SI1,62.2,55.0,737,4.71,4.75,2.94
26197,1.7,Premium,G,VS2,62.6,61.0,15568,7.64,7.54,4.75
47251,0.52,Premium,D,VS2,62.8,58.0,1842,5.14,5.11,3.22
4540,1.0,Premium,H,SI2,59.6,62.0,3640,6.52,6.41,3.85
38663,0.42,Ideal,D,SI1,61.8,57.0,1040,4.81,4.77,2.96
27492,2.0,Very Good,G,SI1,62.5,58.0,18186,7.98,8.04,5.01
42970,0.41,Ideal,E,VVS1,60.9,55.0,1367,4.8,4.83,2.93
50890,0.7,Premium,G,VS2,61.7,58.0,2317,5.68,5.73,3.52
48236,0.46,Ideal,F,IF,62.0,55.0,1950,4.96,4.98,3.08
33255,0.32,Ideal,E,VS1,61.1,55.0,825,4.44,4.46,2.72
5023,0.91,Ideal,F,SI2,62.2,56.0,3746,6.17,6.14,3.83
39123,0.41,Ideal,G,VS2,62.7,55.0,1061,4.79,4.75,2.99
52723,0.76,Very Good,H,SI1,61.4,57.0,2557,5.89,5.94,3.63
48735,0.78,Ideal,I,VS2,62.0,56.0,2012,5.93,5.87,3.66
38858,0.4,Premium,F,VS1,60.4,61.0,1050,4.77,4.74,2.87
9101,0.93,Very Good,D,SI1,60.8,59.0,4527,6.24,6.27,3.8
24203,2.01,Very Good,J,SI1,62.4,59.0,12392,8.02,8.08,5.02
50073,0.51,Premium,F,VVS2,60.5,59.0,2203,5.17,5.15,3.12
14937,1.21,Ideal,G,SI2,62.0,56.0,6017,6.83,6.81,4.23
44147,0.54,Very Good,G,VS1,64.0,59.5,1563,5.12,5.17,3.3
21199,1.51,Ideal,I,SI1,62.6,55.0,9344,7.37,7.26,4.58
26098,1.52,Ideal,E,VS2,62.4,55.0,15348,7.32,7.42,4.6
33062,0.3,Ideal,F,VVS1,62.2,56.0,814,4.27,4.31,2.67
14349,1.14,Premium,H,VS1,62.0,62.0,5809,6.74,6.65,4.15
52433,0.7,Very Good,E,VS2,62.6,56.0,2513,5.65,5.69,3.55
15552,1.28,Premium,G,SI2,62.6,58.0,6236,6.94,6.89,4.33
4394,0.31,Good,D,SI1,63.5,58.0,571,4.27,4.3,2.72
29456,0.33,Ideal,G,VVS2,62.6,53.0,702,4.43,4.45,2.78
30649,0.4,Ideal,I,VS1,61.9,57.0,736,4.73,4.74,2.93
4546,1.0,Good,H,SI2,63.8,57.0,3640,6.32,6.28,4.02
6807,0.9,Good,D,SI1,64.4,60.0,4117,5.95,6.0,3.85
30084,0.32,Ideal,H,VS1,60.2,56.0,720,4.49,4.44,2.69
42133,0.5,Premium,D,SI1,61.3,60.0,1279,5.15,5.1,3.14
33917,0.3,Premium,E,VS2,62.9,58.0,844,4.24,4.22,2.66
42516,0.41,Ideal,F,VVS2,61.2,56.0,1323,4.78,4.82,2.94
36501,0.33,Very Good,E,VVS1,61.8,54.0,945,4.47,4.49,2.77
45276,0.54,Ideal,F,VS2,60.3,55.0,1662,5.26,5.32,3.19
42917,0.53,Good,F,SI1,63.8,58.0,1363,5.17,5.12,3.28
41988,0.43,Premium,G,VVS1,60.9,58.0,1264,4.91,4.88,2.98
13899,1.01,Premium,E,SI1,59.2,60.0,5656,6.56,6.51,3.87
45002,0.57,Very Good,F,VS2,62.0,54.0,1637,5.31,5.34,3.3
8453,1.0,Very Good,G,SI1,62.6,57.0,4413,6.31,6.37,3.97
9603,1.01,Good,F,SI1,57.4,57.0,4632,6.52,6.48,3.73
41270,0.31,Good,D,SI1,63.3,59.0,502,4.24,4.29,2.7
43647,0.6,Premium,G,SI2,60.8,58.0,1433,5.49,5.44,3.32
15648,1.07,Very Good,G,VS2,62.3,57.0,6274,6.56,6.47,4.06
31126,0.43,Very Good,G,SI1,62.9,55.0,754,4.83,4.87,3.05
26154,1.53,Very Good,G,VVS2,62.5,57.0,15466,7.33,7.38,4.6
11783,1.09,Fair,H,SI1,64.4,60.0,5085,6.49,6.42,4.16
52518,0.7,Ideal,F,SI1,62.8,56.0,2528,5.63,5.68,3.55
42473,0.5,Ideal,F,SI1,61.3,56.0,1317,5.13,5.09,3.13
46746,0.72,Premium,I,SI1,60.6,57.0,1799,5.88,5.73,3.52
7149,1.28,Ideal,F,SI2,59.7,57.0,4179,7.12,7.06,4.23
3304,0.8,Very Good,F,VS2,63.2,55.0,3369,5.9,5.88,3.72
16672,1.0,Ideal,D,SI1,62.5,55.0,6664,6.42,6.34,3.99
36610,0.32,Ideal,D,SI2,61.7,55.0,477,4.38,4.4,2.71
23314,2.0,Premium,G,SI2,61.7,60.0,11355,7.95,7.9,4.89
41281,0.58,Ideal,F,SI2,60.9,57.0,1209,5.4,5.44,3.3
21718,0.32,Ideal,H,VVS2,62.2,54.0,628,4.42,4.46,2.76
35049,0.36,Ideal,G,VVS1,62.1,56.0,884,4.58,4.6,2.85
20184,1.39,Premium,F,SI1,62.1,58.0,8631,7.16,7.1,4.43
18615,1.07,Premium,G,VVS2,61.6,57.0,7593,6.59,6.55,4.05
43903,0.31,Ideal,G,VS2,62.1,54.0,511,4.34,4.36,2.7
10708,0.96,Fair,F,SI1,60.7,65.0,4849,6.43,6.28,3.86
2056,0.32,Very Good,H,VS1,60.5,59.0,561,4.41,4.42,2.67
33626,0.33,Very Good,E,SI2,60.0,59.0,463,4.47,4.49,2.69
6142,0.9,Good,H,VS2,63.1,60.0,3989,6.08,6.12,3.85
13562,1.96,Fair,F,I1,66.6,60.0,5554,7.59,7.56,5.04
